name,Tc
Pr1Ba1Cu1B1O5,
Y1Ba2Cu4O8,74.5
Ba1.6Sr0.4Yb0.65Ca0.35Cu3O6.28,51
Pd0.87Te2,1.85
Pr1.9Sr0.6Ca0.5Cu2O6.023,
Tm1Ni2B2C1,11.1
Cu0.14Sn0.86,6.62
Be1,6
Ce0.94La0.06Ru2,6.55
Y1Ba2Cu3Cl1O6,72
Pr1Ba2Cu3O6.9,
Gd0.07Pr1.78Ce0.15Cu1O4,17.4
Y0.8Pr0.15Ca0.05Ba2Cu3O6.82,80
Pd2Y1Sn1,4.55
Sr0.95Nd0.05Cu1O2,20.7
Mg0.82Al0.18B2,33.5
Ni1P1,
Sm1Fe1As0.55P0.45H0.08O0.92,19
Y1La0.2Ba1.8Cu3O6.31,
La1.85Sr0.15Cu1O4,44
Ho0.85Ca0.15Ba2Cu4O8,87
K0.8Fe1.7Se2,32
Mg0.997Fe0.003B2,37.9
B2Mg1,38.5
Y0.75Ce0.25Ni2B2C1,
Tl1Sr2Ca1Cu2Oz,
Y1Ba2Cu2.85Ga0.075Ni0.075O7-z,65
Bi2Pd1,1.73
Ba1Fe1.85Co0.15As2,21.4
Pr1Ni2B2C1,
La1Tl2.25Sn0.75,1.05
Y0.4Pr0.6Ba2Cu3O7,
La1.75Ba0.25Cu1O4,
Cu4Ba2Ca2O8+Z,110
Nb0.995Ta0.005,9.226
Pt0.035W0.965,1.98
Y1Ba2Cu3O6.34,
Ba1Ca0.26Cd0.74La1Cu3Oz,7.6
Bi2Sr2Cu1O6,12.5
Y0.8Ca0.2Ba2Cu3O6.5,84.8
La1.985Sr0.015Cu1O4.032,26
Mo3Sb7,2.25
Cu1S1Se1,1.5
Sr1Fe2As2,
Tm1Ba2Cu3OX,90.2
Pr1Fe0.7Co0.3As1O1,4
La1Fe1As1H0.42O0.58,20.3
Ga6Tb1,5
Y1Ba2Cu3O6.375,19
La1Bi1Te2F0.5O0.5,
Hg1Ba2Cu1O4+z,72
Ba0.7K0.3Fe2As2,37.4
Bi2Sr1.6La0.4Cu1Oz,24
U0.85Mo0.15,2.1
Y1Ba2Cu3O6.5,35.5
La1.76Sr0.2Ho0.04Cu1O4,27.3
Nb1Se2,7.77
Si2Th3,
Ti0.72V0.18Al0.1,3.52
Te3Tl5,2.078
Sc4Ir6Sn19,1.4
C1Mo2,2.8
As1Ir2,
Ba1Fe1.3Ru0.7As2,19.5
La1.81Sr0.19Cu0.98Ru0.02O4,30
Co1Zr2,6.3
Tl1Ba0.4Sr1.6Pr1Cu2O7-d,
Er0.45Ca0.4Hf0.15Ba2Cu3O7.1,66
Y1Ba2Cu2.85Mn0.15O7-Z,91.1
Bi1.95Sr1.65La0.4Cu1O6.347,24
Y1Ba2Cu3O6.45,
Eu0.7Na0.3Fe2As1.4P0.6,25.2
Y1Ba2Cu3O6.85,
Er1Ba2Cu4O8,78.3
Fe1Se1,55
Ce1Co1In5,2.3
Y2Ba4Cu7OZ,
Cr0.8Os0.2,2.5
La1.875Ba0.125Cu0.99Ni0.01O4,
Ba0.65K0.35Bi1O3,29.2
In3Lu1,0.24
La1Ba1Ca1Cu2.6Ni0.4O6.854,24
Ru0.76Nb0.24Sr2Sm1.2Ce0.8Cu2Oz,25
Fe0.02Re0.98,1.6
Gd1Sr2Ru0.95Cu2.05O8,26.05
Hg3K1,3.18
Ag0.25Cu0.75Ba2Ca3Cu4O11-z,117.1
Cu0.25Si0.75,
N1Ti1,5.49
Bi2Sr1.7La0.3Cu1O6,30
La1Fe0.98Zn0.02As1F0.1O0.9,25.5
La1.812Nd0.038Sr0.026Ba0.124Cu1O4,31.1
Mo3Os1,7.2
Eu1.5Ce0.5Sr2Cu2Nb1O9.955,21
Bi2Sr1.6Eu0.4Cu1Oz,15.5
Rb0.1W1O2.9F0.1,3.6
La1.95Bi0.05Cu1O4.075,25.7
Ca1Al1Si1,6.5
Nb1.5Mo1.5Al1,4.9
Lu1Rh2Si2,
Gd0.6Pr0.15Ca0.25Ba2Cu3O7-z,61.5
Ba0.557K0.443Bi1O3,25
Bi2Sr2Ca0.8Y0.2Cu2O8+D,87.5
Eu1.2Ce0.8Sr2Ru1Cu2O10,30
Pb1Mo6S8,14.4
V3Si0.79Ga0.21,10.7
Y1Ba2Cu4O8,80
Pt3Sc1,
Lu1Rh1.2Sn4,4
Tb1Ni2B2C1,
Ga0.8Ge0.2V3,13.6
Te2Mo6Se6,3
Gd1Ba2Cu3O7,
Nb3Te4,1.95
Nb0.9Rh0.1,2.8
Bi2Sr2Ca0.6Y0.4Cu1.84Co0.16OZ,0
La1.807Sr0.193Cu1O4+z,29.8
Ru2Sc1,1.67
Mo1B0.05C0.82,11.5
Th0.65Y0.35,1.53
Lu1Se1,0.56
La0.8Pr0.2Se1,0.03
Hg1Ba2Cu1O4.31,78
Nb1.01Se2,7.05
Ir2P1,
Ca0.4La0.6Ba1.35La0.65Cu2.925Ni0.075OZ,63.8
Pb1.4V0.6Sr2Ca0.5Y0.5Cu3Oz,40
Ca0.1Ba1.65La1.25Cu3O6.71,
Er1Ba2Cu2.52Zn0.3Fe0.18O6.91,
Y1Ba1.9La0.1Cu3.93Zn0.07O8,17.8
Nb1Ba2Cu2.96Ga0.04O7-y,60.6
La1.85Sr0.15Cu1O4,33
Nb0.5V1.5Zr1,4.3
Bi2S2O1,
Sc5Ir4Si10,8.46
Bi1.8Pb0.2Sr1.8Ca0.9Cu2OZ,67.2
Pd1T0.81,4.087
La2Cu1O4,
K1Ni2Se2,0.8
La1Mo6S8,5.8
Bi2Sr0.98La1.02Cu1O6+D,
Y1Ba2Cu2.8Co0.2O6.45,
Y1Ba2Cu2.97Zn0.03O6.67,39.8
Ag7F1O8,0.3
Y1.04Ba1.84Cu2.28Sc0.01Sr0.17V0.04O7-z,
Sr2Cu1Cl1.2O2+z,30
Gd1Ba2Cu3O7,
Nb0.5Ti0.1Zr0.4,10.3
Tl1Fe1.3Se2,
Rh1,0.325
Ca1Al2Si2,
Y1Ba2Cu2.8Fe0.2O6.93,49
Yb1Ba8Cu4OZ,
Y1Ba2Cu2.4Ti0.6Oz,93.5
La1.922Ba0.078Cu1O4,27
Zr1V0.5Co1.5,
Y0.6Ca0.4Ba1.5La0.5Cu3O7.01,82.4
Y1Ba2Cu2.94Ni0.06O6.9,86.3
Re0.64Ta0.36,1.46
Sm1Fe1As0.47P0.53H0.15O0.85,0
Ba0.6K0.4Fe2As2,36.5
C1.5Ti0.3Y0.7,12.9
Bi2Sr2Ca0.8Y0.2Cu2O8.27,92.6
La1.834Sr0.166Cu0.99Zn0.01O4,26.5
Rb1Os2O6,6.3
Y1Ba2Cu3O7,93
Ce1Cu2Si2,0.46
Lu1,12.2
La1.59Na0.41Cu1O4,18
Th1Ir0.1Os1.9,2.25
Nb3Sn0.4Ga0.6,14.6
La1.85Sr0.15Cu0.989Fe0.011O4+z,17.7
Si1V2.7Zr0.3,13.2
Hg0.8W0.2Ba2Cu1O4.4,45
Sm1Ba2Cu3OZ,92
La1.8Sr0.2Cu0.98Zn0.02O4,17.7
Mg1C1Ni2.99Ru0.01,6.71
Y1Ba2Cu3O6.97,89.5
Y1Ba1.6Sr0.4Cu3O7-z,83
La1.83Eu0.2Sr0.02Cu1O4,
Nd0.8Pr0.2Ba2Cu3O6.81,50
Sn0.84Eu0.3Mo6.35S8,10.6
Ba1Fe2As2,
Cd0.75Mg0.25,0.16
Nb0.5Ti0.1Sr2Eu1Cu2.4Oz,30
Gd0.8Pr0.2Ba2Cu3O7-Z,58
Sn0.855Ge0.095In0.05Te1,1.48
Cd1Sn1,3.65
B1I3,1.86
Y1Ba1.8La0.2Cu3OX,
Ta0.05V0.095,4.3
Y0.8Ca0.2Sr1.5Ba0.5Cu2.8Cr0.2O7,28
C1Hf0.3Mo0.7,5.5
U2Pt0.7Rh0.3C2,
Ag3Sb1,
C60Rb3,30
Ba1Pt2As2,1.52
Ce1Co1In5,2.24
Y5Ir4Si10,3
La1Ir1Si3,1.45
Nb0.15Mo0.85C1,11.673
C60K3,19.3
Bi2Sr2Ca0.9Ce0.1Cu2O8+y,52
Y1Ba2Cu3OZ,90.71
Hg1.38Cl1.38Bi2.2Sr1.8Cu1Oz,
La1.78Sr0.22Cu0.97Ni0.03O4,14
Gd1Ba1.75Pr0.25Cu3O7.06,39.2
Ni0.6Fe0.19P0.21,
Tl0.5Pb0.5Sr4Cu2S1OZ,
Re0.64Ta0.36,1.46
Tl2Ba2Cu1O6+Z,50
No0.824Nb1,14.4
Gd0.6Pr0.4Ba2Cu3O6.95,11.2
U1Rh1Ga5,
Pt1Ta1,1
Ba1Cu1O2+X,
Ba0.5K0.5Fe1.9Mn0.1As2,9.53
Ba1Fe1.945Ni0.055As2,7.4
Hg0.7Cr0.3Sr2Cu1Oz,58
Nb3Os1,
Bi4Sr8Cu5OZ,
Au1Ga2,1.15
Pb0.982Tl0.01In0.008Te1,0.818
Ce1Co1In5,2.3
Y1Ba2Cu3.925Fe0.075O8,44.2
Sn0.9Ag0.07Te1,1.73
Y1Ba2Cu3O6.84,67
Hg1Ba2Ca1Cu2O6.14,105
La1.25Sr0.75Cu0.6Fe0.6O4,
Hg1Ba2Cu1O4.01,68
Y1Ba2Cu3O6.72,58
Gd1Ba2Cu3O7-Z,92.7
Mg0.9Zn0.05Al0.05B2,38.5
Pd4Te1,
N1Nb1,15.2
La1.875Sr0.125Cu1O4,27.84
Ce1Co1In5,2.3
La2Ba2Cu2Ti1.85Zn0.15O10.86,
Sm1Fe1As1O1-z,53.8
Pb0.8Pt0.2,2.8
Lu4.75Sc0.25Ir4Si10,6.06
Nb0.5Os0.5,2.86
Ce1Fe1As1H0.22O0.78,48
Bi1Na3,
Tl2Sr2Sr0.5Lu0.5Cu2O7-Z,81.5
Gd1Ba2Cu2.775Fe0.225OX,33
N0.89Nb1,12.1
Eu1Sr2Ta0.9Sn0.1Cu2O8-z,
Pr1Fe0.9Co0.1As1O1,13.8
Hf1N1Cl1,
Lu2Ir2.7Rh0.3Si5,3.1
Ca0.1Ba1.65La1.25Cu3O6.98,8
Y0.45Pr0.55Ba2Cu3O7-d,
Fe1.07Se0.25Te0.75,
Nb2.97Zr0.03Al1,17.4
Y1Ba2Cu3O6.36,8.3
Pr1.5Ce0.5Sr2Cu2Ta1O10-d,
La1Ni1Sb2,1
La1.85Sr0.15Cu0.996Zn0.004O4,39
Bi2Sr2Ca0.7Ce0.3Cu2O8+z,78
Pr1Ba2Ba2Cu3O7,
Mo6Te6Cl2,
Cr0.33Re0.67,2.29
Y1Ba2Cu3H0.19O7,93.5
La1.74Nd0.125Sr0.135Cu1O4,21
Y0.7Ca0.3Ba2Cu4O8,79.5
Y1Sr2Cu2.7W0.3O6.9,28
La1.88Ba0.12Cu1O4+Z,39
Pb0.5Cu0.5Sr2Y0.5Ca0.5Cu2O7-z,
La1.78Sr0.22Cu1O4,30
Lu3Ru4Ge13,2.3
La1Cu1Sb2,0.9
C1W2,3.35
Ca0.86Sr0.14Cu1O2,
Y1Ba2Cu2.85Fe0.15O7,51
La3Rh4Sn13,3.1
Y1Ba1La1Cu3OZ,
In0.98Pb0.02,3.45
Hg1.4Tl0.6Ba2Y1Cu2O8-z,14
Sm1Ba2Cu2Co1O6.62,
Th1Ir0.2Ru1.8,3.1
La1Tl3,1.63
Zr1Rh1P1,1.55
Ba1Pb0.75Sb0.25O3-Z,2.3
Al1Sr2Ca3Cu4Oz,110
Hg1Ba2Cu1O4.05,73.5
Eu1Ba2Cu3O7-Z,94.5
Bi1.8Pb0.2Sr1.8Ca1Nd0.2Cu2O8.2,86
Bi2Sr1.8Ca1.2Cu2OZ,80
La2Cu1O4+z,39
Al1Ce0.017La3,0.77
Tl2Ba2Cu1O6,20
Pr1Fe1As1O1,
Bi2Sr2Ca1Cu1.96Co0.04Oz,51.1
Pr1.86Ce0.13Cu1OZ,20
Bi2Sr2Ca0.75Y0.25Cu1.95Zn0.05O8+z,49.1
Mg0.97Zn0.03,
La6.1Ca1.9Cu6Ni2O20,
Sr1Pd2Ge2,2.7
Y1Ba2Cu3O6.45,26.85
Y1Ba2Cu3O7-Z,91
Bi1.9Pb0.1Sr2Ca1Cu2O8.2,73.5
Hg1Ba2Cu0.98Ni0.02O4+z,94
K0.5Mo1O3,4.2
Hg1Ba2Ca1Cu2O6.24,121
Yb0.9Ca0.1Ba1.2Sr0.8Cu4O8,84
Tl0.8Mo0.2Sr2Ca1Cu2O7-z,86
Y0.8Pr0.05Ca0.15Ba2Cu3O6.83,87
Y1Ba2Cu0.97Co0.03O7-d,90.7
Nb25V25Ti50,7.3
Gd1Ba1.5Sr0.5Cu3O6.63,18
Y1Ni1.4Cu0.6B2C1,10.5
Pb0.6Cu0.4Sr0.9La1.1Cu1O5.06,37.6
Mg1C1Ni3,7.69
Pb1Sr1.6La0.4Pr2Cu2Oz,
Bi1.6Pb0.4Sr2Ca2Cu2.9Zn0.1OZ,91.65
Fe1Te0.975Se0.025,
Nb3Al0.9Ge0.1,
Y0.9Er0.1Ba1.9Sr0.1Cu3O7-Z,88
V0.745Sb0.208Al0.025,2
Hg1Ba2Cu1O4.04,
Eu1Ba2Cu3O7,95.2
La1Fe0.99925Mn0.00075As1F0.11O0.89,16.3
Ca1Hg5,1.7
W2Zr1,
Sn0.7In0.3Te1,3.51
Bi2Sr1.6Ca1.2Dy0.2Cu2O8.26,88
Nb3.2Al0.24Ge0.4,10.2
Rb2Cr3As3,4.8
Pr1Fe1As1O0.896,44.4
C1Ta1,11
Rh0.33Zr0.67,11.25
Y0.95Ca0.05Ba1.6Sr0.4Cu4O7.8,82
C0.7Nb0.3,6
La1.85Sr0.15Cu0.95Ni0.05O4+Z,
V2.799Mo0.201Ga1,11.7
Mo0.0905Ti0.9095,3.05
Bi0.055Sn0.945,3.94
Hf0.15Nb0.85,9.85
Pr1Os4Sb12,1.85
Y0.98Ba1.993Ca0.026Cu3.5O7.5-z,94.2
Hg0.8V0.2Ba2Ca2Cu3O8.3,127
Pt0.06Ru0.94,0.29
Sr1Au1Si3,1.65
Bi0.5La0.5Y1Sr1Cu2O6.04,
Mo6Se6.5Cl1.5,6.49
La1.85Sr0.15Cu1O4,
Ti0.6V0.4,7
Pr0.9Ca0.1Sr2Cu2.7Mo0.3O7-z,17
Cu0.5Zn0.5Ir2S4,2.2
Nb0.8V0.2,5.76
Er1Ba2Cu2.7Ga0.3O7-y,80
La1Fe1As1H0.21O0.79,17.8
Sm0.65Th0.35Fe1As1O1,53
Bi2Sr2Y1Cu2O8,
Bi2Sr2Ca1Cu2O,87
La1Tl0.75Sn2.25,1.19
Y0.6Pr0.4Ba2Cu3O6.6,0
Nb3Rh0.98Pt0.02,2.52
Tb1Fe1As1O0.85,42
Y1Ba2Cu3O7-Z,
La1Pt1Si1,3.9
Pb1.3Sr4Y1.4Ca0.6Cu4.7OZ,22
Bi4Sr3Ca3Cu3.6Fe0.4Oz,70
Tl1Sr1.6Yb0.4Ca1Cu2O7-z,87
Y1Ba2Cu2.95Al0.05O6.93,91
Pr1Ba2Cu3O7,
Y1Ba2Cu3O6.8,
Co0.015Ru0.985,0.32
B2Mg1,36.5
Ca0.4Ba1.15La1.45Cu3O7.08,
Hg1Ba2Ca8Cu9Oz,105.1
Y1Ir2Si2,2.775
La1Si5,
Mo0.96Ru0.04Ga4,7.63
Au1V3,1.755
Ge2Zr1,
Pb0.63Cu2.27Sr1.79Cd0.21Y0.79Ca0.21Oz,66.5
Ca0.81Nd0.19Fe1As1.98Sb0.02,24
Ca6Sc2Ti3Fe2As2Oz,36.35
La1.8Sr0.2Cu1O4,28
La1.85Ca1.15Cu2O6+Z,48
Y1Ba2Cu2.984Zn0.016O7-z,84
Y1Ba2Cu3O6.93,92
Sr1Fe1.792Co0.208As2,13.9
Tm0.97Ca0.03Ba2Cu4O8,81.2
Tl1Sr2Ca1Cu2O6.74,43
Sr9La5Cu24O41,
La1.2Ba1.8Cu3O7.7,
Sr1Fe1.5Co0.5As2,
Bi2Sr2Ca0.57Y0.43Cu2O8+Z,86
Y2Ba4Cu7OZ,51.3
Pu1Co0.9Fe0.1Ga5,13.5
Ga3Lu1,2.2
Gd0.05Sm1.8Ce0.15Cu1O4,19.1
In1Nb3,8
Nd0.9Ca0.1Ba2Cu3O7-z,86
Hg0.8Ba2Cu1.2O4+Z,75
Y1Ba2Cu2.25Fe0.45O7-z,
Bi1.1Pb0.9Sr2Eu1.65Ce0.35Cu2OZ,38
Hg8K1,3.42
As3La4,6.5
Ta1S2,2.1
Th0.05Zr0.95,0.73
Y1Ba1.85Pr0.15Cu3OZ,76.1
Yb0.45Pr0.55Ba2Cu3O6.92,18.3
Bi2Sr2Ca0.7Gd0.3Cu2O8+z,31.1
Lu1Ni0.91Co0.18B2C1,8.8
Y1Ba2Cu3O6.54,50
Tl1Sr1La1Cu1O5.09,30
B2Mg1,39.2
Mo0.1Sr2Ce2.01Y0.99Cu2.9O11+z,34
Y1Ba2Cu3O7,85.5
Bi1.4Pb0.7Sr2Ca0.97Y0.03Cu2O8+z,98
Bi1.6Pb0.3Sb0.1Sr2Ca2Cu3O10,109
Pr0.98La0.02Os4Sb12,1.8
Gd1.2Ba1.8Cu3O7.03,42
Ga1V1,16.45
Mg0.7Al0.3B2,18
Y1Ba2Cu2.885Zn0.195O7,32.4
Eu1.25La0.6Ce0.15Cu1O4,15
Nb0.55V0.45,4.11
Tl2Ba2Ca1Cu2O7.946,107
Lu1Ba2Cu3O7-Z,91.85
La1.5Gd0.5Ca1Ba2Cu5O10+z,80
Al1Nb3,17.5
Y1Ba2Cu3.92Fe0.08O8,70
Eu0.011La0.989,2.16
Dy1Ba2Cu3O7-Z,90
La1Ba2Cu2Fe1OZ,
Nd1.85Ce0.15Cu1O4-X,21
La1.98Ba0.02Cu1O4,
Mo2Re4Se8,
Bi2Sr2Ca1Cu2O8.14,81
Y1Ba2Cu3F1.26O6,55
La1.9Ba0.1Cu0.99Ni0.01O4,17
Mg0.99Co0.01B2,38.7
Y1Fe2Ge2,1
Mg1B1.94C0.06,34.8
Nb3Rh0.95Pd0.05,2.49
Y1Ba1.9La0.1Cu3O6.975,93.9
Cd2Re2O7,1
Eu2Ba2Cu2.15Ti1.85O10.85,
Bi2Sr1.6La0.4Cu1O6,32
La1,4.9
Bi2Sr2Ca0.8La0.2Cu2O8+Z,29.6
Y2Ba4Cu7O15-Z,84
Pb2Sr2Y0.5Ca0.5Cu3O8.6,65
Ca10Ir4Fe10As18,18.7
La1.5Sm0.3Sr0.2Cu1O4,17
Ba1Ti1O3,
Pb2Sr2Y0.5Ca0.5Cu3F0.8115O7.3458,78
Y1Ba2Cu3O6.7,71.2
Sm1Pt1Si1,
Sm1Fe1As1F0.2O0.8,51.8
N1Ti1,4.86
N0.98Pr1,
Bi0.9Nd0.05Tb0.05Pb1Sr2Ca2Cu3O10,111
La1Ru4P12,7.2
Tm1.2Mo6S8,1.95
Er0.76Ca0.24Ba1.8Sr0.2Cu2.76Co0.24O6.91,81
B5Hf0.2Mo1.8,8.4
Ru0.88Re0.12Sr2Gd1Cu2Oz,
Co0.3Ni0.7V3,
Nd1.85Ce0.15Cu0.98Ni0.02O4,
Al0.9Ge0.1,6.45
Be1Cr2,
Y1Ba2Cu3O6.9,91.6
La1.88Ba0.12Cu1O4,9.5
Sr0.4La0.6Bi1S2F1,2.96
Ba0.5K0.5Fe2As2O1,36
Pr1.5Ce0.5Sr2Cu2Nb1O10,
Ca9.75Lu0.25Pt3Fe10As18,10.9
Te1,4.3
Cr0.21Si1V2.79,
Ge2Zr1,8
Bi1.08Ta2S5.08,2.7
B0.057Si0.943,0.34
M1Ta1S2,2.5
Cd1,0.5115
La0.9Sr0.1Ti1O3,
La1.782Ba0.218Cu1O4,21.6
C8Rb1,0.0252
La1.8Sr0.2Ca1Cu2O6,53
Pd49.75V0.25Sb50,1.13
Yb1Ba2Cu3OX,
Fe1Se0.5Te0.5,13
Li1.05Ti1.95O4,10.5
Hg0.76Tl0.76Ba1Cu1O4.5,87.5
H0.827Pd1,1.449
La2Cu0.7Li0.3O4,
Nb1Se2,2.2
La1.85Sr0.15Cu0.98Ru0.02O4,10.8
As2Mo1,
Mo0.25Sr2Ce2.01Y0.99Cu2.75O11+z,53
Sr2Ru1O4,1.1
Ge0.937Te1,0.311
Al2Pt1,0.55
Y0.8Ca0.2Ba2Cu3O6.49,61
Y1Ba2Cu3O7-Z,91.7
Y1.8W0.2C3.1,14.8
Tl2Ba2Ca2Cu3OZ,122.5
Y1Ir1.5Os0.5,2.4
H0.69Nb0.8Pd0.2,3.56
Ce1Ru2,6.17
Bi0.5Sr2Nd1Ce1.6Cu2.5Oz,15
Tl1.04Sr1.98Lu0.78Ca0.22Cu1.98Oy,31
La1.85Sr0.15Cu1O4,37.4
Nb0.4Ti0.6,
Tm1Ba2Cu3O6.49,50
Cu1.5Co1.5S4,2.3
Tl1Sr2Ca1Cu2O7,
Y1Ba1.7La0.3Cu3O7.1,80.5
Nd1Ba2Cu3O6.81,91.7
Ba0.8K0.2Fe2As2,17
Bi2Cs1,4.75
B1W2,3.22
Hg5Tl2,3.86
Lu5Ir3.44Rh0.56Si10,5.72
Ba0.75Na0.25Ti2Sb2O1,5.53
Cr0.225Fe0.675Al0.1,
Y1Ba1.9La0.1Cu3O6.7,54.5
La1.77Sr0.23Cu1O4,21.3
Y1Ba2Cu3O7,91
U1Ni2Al3.02,1.135
Ba4Ca4Si46,3.7
Nd1Ni0.89Bi2,4.1
La1.75Sr0.25Cu1O4,16.2
V0.45Cr0.45Al0.1,
Nb1Se2,7
La1Bi1Se1S1F0.5O0.5,3.6
Bi2S3,
Rh1Y1,
C1,0.38
Mo6Se5Cl3,5.7
Hg0.6Cr0.4Ba2Cu1O4.1,
Bi2Sr2Ca0.5Ho0.5Cu2OZ,
La7Rh3,2.58
Y1Ba2Cu1O8,84.5
Sr1Pd2Ge2,3
Bi2Sr2Ca0.9Lu0.1Cu2O8+Z,83.5
Ga0.1Nb1Se2,2.7
Y1Re1B1C1,4.7
Hg0.8Mn0.2Ba2Cu1O4.2,91
Na1Fe0.99Co0.01As1,13.7
C0.15Cu0.5Ba2Ca2Cu3Oz,88
Yb1Mo6S8,8.45
V2.7Cr0.3Si1,11.3
Ba1Pb0.85Sb0.15O3,1.4
Ca1Ba1La0.6Sm0.4Cu3O7-Z,68
Bi2Sr1.9La0.1Cu1O6+Z,
Bi4Mg1,0.7
Gd1Ba2Cu3O7-z,
Bi1.4Pb0.6Sr2Ca1.7Ga0.3Cu3O7,67.4
Pd0.985Ni0.015H0.79,2.8
La1.9Sr0.1Cu1O4+z,26.9
Mo0.02Nb0.98,8.58
Sm0.9Ca0.1Ba2Cu3Oy,
Bi2Te3,2.845
Ba1Ti2Sb1Bi1O1,
Bi0.8Pb0.2Sr0.8Ca1Cu1.4OX,105.5
Ag1Ba2Ca4Cu5O13-z,105
Pr1Ba1.7Sr0.3Cu3O6.87,
Hg1Ba2Ca1Cu2O6+z,127
Y1Ba1.8La0.2Cu3O6.96,82
M1K0.4Fe1Se1,27.2
Cu1Fe1As1,
Er0.085Ho0.915Rh4B4,
Rb0.801Fe1.602Se2,32.4
Sm1.5Ce0.5Sr2Cu2Nb1O10,27
Y1Ba1Sr1Cu3O6.96,83.5
Sr1Pt2Sb2,2.1
Ru1Sr2Nd1.4Ce0.6Cu2O10-z,
Ca1.9Na0.1Cu1Cl2O2,8
La1.782Sr0.218Cu1O4,25
Ho1Ba2Cu2.85No0.15O7-y,85
Bi2Sr1.35Gd0.65Ca1Cu2O8+z,
La1Fe0.75Ru0.25As1F0.11O0.89,17.6
Al0.998Mn0.002,0.262
C0.4Sr2.14Y0.86Cu2.6O7,
Th1,1.36
La1.28Nd0.6Sr0.12Cu1O4,
Ce2Pd1In8,0.7
Y1Ba2Cu2.725Co0.275OZ,31
Tl2Ba2Ca0.8Ce0.2Cu2O8,103
U1Ni2Al3,1
Y1Ba2Cu2.94Zn0.06O6.63,30
Y1Ba2Cu3OZ,89
Tm1.4Y3.6Rh6Sn18,3.14
Y1Ba2Cu2.58Zn0.42O7,
La1.96Sr0.04Cu1O4,
Y1Ba2Cu3O6.83,
Sr2Ru1O4,0.68
Ca1Fe1As1F1,
Pd2Zr0.9Nb0.1Al1,2.1
Bi2Sr2Ca0.3Y0.7Cu2O8+z,
Ca1Tl3,2.04
Y1.8Cr0.2C2.9,12.4
Ba1Ni2Ge0.2P1.8,2.59
Tl0.6Pb0.4Sr1.7Ba0.3Ca1Cu2OZ,89
Y0.4Pr0.6Ba2Cu3O7-Z,
Pb2Sr2Tb0.1Y0.9Cu3O8,
La1.9Sr0.1Cu1O4,31.8
Fe0.1Zr0.9,1
Y1Sr2Cu2.7Ti0.3O7,58
La1Fe0.9975Mn0.0025As1F0.11O0.89,10.1
As1Nb3,0.31
Nb0.75Al0.16Ga0.09,19.45
Cr3Ir1,0.168
Na0.35Co1H2.6O3.3,5
Y1La1Ba4Cu6O13.95,72.2
Y0.65Pr0.35Ba2Cu3O6.6,21.5
Er0.76Ca0.24Ba1.4Sr0.6Cu2.76Co0.24O6.84,64
Y1Ni1.9Co0.1B2C1,9.5
Bi2.1Sr0.7Ca1.2Cu1O6+z,75
Ni2Zn11,
M1Na0.3Fe1Se0.5Te0.5,27
Ta4Pd3Te16,4.3
Nb2.94W0.06Al1,17.2
La1Fe1As1H0.49O0.51,
Ir0.35Ta0.65,
La1.78Sr0.22Cu1O4,28.7
Li1Fe0.95Co0.05As1,10.8
Ca1Al1Si1,2.6
Mg0.3M1Zr1N1Cl1,15
Gd1Ba2Cu3O6.9,92
Y1Ba2Cu3O6.546,59.4
Zr2Co1,5.47
Al0.308V0.692,
Al1Sr2Ca1.5Y0.5Cu3O9.1,
Nb3Sn0.65Ge0.35,16.1
Eu1Sr2Cu2.7Mo0.3OZ,27.1
Lu0.5Ca0.5Sr0.7Ba1.3Cu2.6C0.4O7-z,77
Nd1.93Ce0.07Cu1O4,
Y0.8Pr1.2Ba4Cu7O15-Z,33
C2Tm1,
Cu7.5V0.5Sr3.94Ca4.06Oz,75
Sm1.6Sr1.7Ce0.7Cu3O8+z,36
Y1Ba2Cu3.9Zn0.1O8,11.5
Er0.25Ho0.75Rh4B4,6.44
Mn1Ni1Zr1,
Tm1Ru1B2,
Tl1.89Ba2Cu1.11O6.18,49
Ho1Th3.4Ru0.6B4,6.3
Bi2.1Sr1.93Ca0.87Pr0.1Cu2O8+z,70
Pd7Se4,
Nb3Sn0.7Al0.3,15.75
La2Cu1O3.985,
Nd1.85Ce0.15Cu1O4+z,
Bi1In2,5.766
Nb1C0.3N0.62,17.3
Ba0.85Na0.15Ti2Sb2O1,5.22
La0.8Ce0.2Ru2,2.01
C1.45Cr0.1Y0.9,12.4
As1Ru1,
Zn1,0.857
Nd1.85Ce0.15Cu1O4,21
La1Ir2Zn20,0.58
Bi2.1Sr1.58La0.32Cu1O6+Z,13.5
Nb0.6Os0.4,1.78
Y0.76Ca0.24Ba2Cu2.85Co0.15O6.8,86
Y1.68Lu0.32Fe3Si5,0.98
La1.8Sr0.2Cu0.985Fe0.015O4+z,16.04
Ba1Ti2Sb0.4Bi1.6O1,4.52
Nb0.625Sn0.25Ta0.125,17.6
Sr0.19M0.54Mo1S2,5.2
Ir1Mo3,6.8
Gd1Ba2Cu2.775Fe0.225O7-y,
Sr2Ca12Cu24O41,5.5
Tl1Sr2Ca1Cu2O6.85,24
Y1Ba2Cu2.4V0.6O6.9,
Cd2Re2O7,0.97
La1.25Nd0.6Sr0.15Cu1O4,
Ir0.85Pt0.15Te2,
Mo0.8Hf0.2C1,11.4
La0.95Ce0.05Ru2,3.616
Au0.2Te0.8,1.48
Y2C2Br2,5.05
